feature	partner	sample_name
TECPR2	TRAF3	ACH-000917
TTC17	IGF2R	ACH-000917
UGT3A2	SLC45A4	ACH-000917
C15orf41	MEIS2	ACH-000605
CCDC77	SHANK2	ACH-000605
EMILIN2	HCG18	ACH-000605
MIPOL1	TTC6	ACH-000605
MS4A15	SPTBN2	ACH-000605
POTEA	ACTN4	ACH-000605
SAMD4A	FBXO34	ACH-000605
SHANK2	TMX2	ACH-000605
SHANK2	TMX2-CTNND1	ACH-000605
CASC8	ST3GAL1	ACH-000452
DEAF1	SPRED2	ACH-000452
MLIP	CHD6	ACH-000452
OAS1	SPPL3	ACH-000452
TRIB1	COQ8B	ACH-000452
WISP1	PVT1	ACH-000452
ACMSD	RAB3GAP1	ACH-000949
CCNT2	RAB3GAP1	ACH-000949
FAM168A	PAAF1	ACH-000716
RNF14	MSL2	ACH-000716
VAT1L	WWOX	ACH-000716
DCST1	FDPS	ACH-000561
DCUN1D3	GCLC	ACH-000561
GMEB2	SMARCA4	ACH-000561
HECTD1	STRN3	ACH-000561
HS1BP3	ATL2	ACH-000561
LINC00664	ZNF429	ACH-000561
LINC01122	NBAS	ACH-000561
PPP2R5D	ZNF184	ACH-000561
PPP6R3	SPTBN2	ACH-000561
SLC39A11	LINC00511	ACH-000561
SNX30	HSDL2	ACH-000561
SOS2	NEMF	ACH-000561
STEAP3	RALB	ACH-000561
TMEM38B	MAMLD1	ACH-000561
CELF5	NFIC	ACH-000430
FYB1	RICTOR	ACH-000430
ADK	VCL	ACH-000040
ALDH6A1	CEP128	ACH-000040
CEP128	PTPN21	ACH-000040
PHYHIP	LOXL2	ACH-000040
PREX2	ARFGEF1	ACH-000040
R3HCC1	LOXL2	ACH-000040
ANXA10	PALLD	ACH-000364
CHRNA4	TANC2	ACH-000364
DLGAP1	ENOSF1	ACH-000364
HMGXB4	MCM5	ACH-000364
POLE2	RPS29	ACH-000364
TTC28	MCM5	ACH-000364
VMP1	CLTC	ACH-000364
FBN1	FBN2	ACH-000425
SASH1	UST	ACH-000425
KRT86	TXNRD1	ACH-000522
LRRC4C	C11orf49	ACH-000522
MMP19	BAZ2A	ACH-000522
SAP30	GALNT7	ACH-000522
TBK1	TXNRD1	ACH-000522
TSPAN18	PC	ACH-000522
GLIPR1	CAPZA2	ACH-000428
NRCAM	GLIPR1	ACH-000428
PAK3	TFG	ACH-000428
RELN	AACS	ACH-000428
TFG	PAK3	ACH-000428
ABCB9	ZDHHC7	ACH-000115
ANO10	SLMAP	ACH-000115
AP3S1	LMAN2	ACH-000115
C5orf30	RASA1	ACH-000115
C5orf47	PDE4D	ACH-000115
DIRC2	TIA1	ACH-000115
DMGDH	JMY	ACH-000115
DOCK2	RANBP17	ACH-000115
EIF4E2	HJURP	ACH-000115
ENKD1	C16orf70	ACH-000115
ERG	TMPRSS2	ACH-000115
F13A1	ARHGAP23	ACH-000115
FAM172A	PDE4D	ACH-000115
H3F3B	ZDHHC7	ACH-000115
HJURP	INPP4A	ACH-000115
MAST4	NDUFAF2	ACH-000115
MIPOL1	TTC6	ACH-000115
PARD3B	CNNM4	ACH-000115
PLPPR2	ZNF57	ACH-000115
PRKCH	VWA2	ACH-000115
RERE	HSF1	ACH-000115
RGS3	RC3H2	ACH-000115
RNF187	COQ8A	ACH-000115
S100Z	CNOT6	ACH-000115
SSX3	ARMC6	ACH-000115
TEAD1	PIK3C2A	ACH-000115
UNK	PSMG1	ACH-000115
ZDHHC7	USP10	ACH-000115
ZNF432	ZNF577	ACH-000115
ZNF841	ZNF577	ACH-000115
REXO1	ATP8B3	ACH-000484
COL4A2	COL4A1	ACH-000171
EMID1	EWSR1	ACH-000171
PPFIBP2	STIM1	ACH-000171
CHRM3-AS2	UBE4B	ACH-000304
FAM102B	ST6GALNAC5	ACH-000304
HIVEP3	ABL2	ACH-000304
LGI4	HPN-AS1	ACH-000304
PHF1	NFKBIL1	ACH-000304
PIGC	FOXJ3	ACH-000304
ATP6V0A2	NCOR2	ACH-000827
CEP170	AKT3	ACH-000827
POLR1A	POLR2J4	ACH-000827
SLC35A1	TSHZ2	ACH-000827
SNX8	MAD1L1	ACH-000827
XXYLT1	ACAP2	ACH-000827
PTEN	PAPSS2	ACH-000469
REC114	ATP2B4	ACH-000469
STAB2	SYT1	ACH-000469
CDKN2B-AS1	MTAP	ACH-000570
VMP1	CLTC	ACH-000570
