case	comparison	snf_fda-cgc
ACH-000149	ACH-000138	0.981328362
ACH-000149	ACH-000139	0.980474379
ACH-000149	ACH-000142	0.980604418
ACH-000149	ACH-000144	0.98024243
ACH-000149	ACH-000145	0.981108983
ACH-000149	ACH-000147	0.980959012
ACH-000149	ACH-000148	0.981121445
ACH-000149	ACH-000149	0.426173764
ACH-000149	ACH-000159	0.980941201
ACH-000149	ACH-000161	0.980655131
ACH-000149	ACH-000171	0.980855759
ACH-000149	ACH-000174	0.98082307
ACH-000149	ACH-000176	0.981148318
ACH-000149	ACH-000181	0.980562091
ACH-000159	ACH-000001	0.981479215
ACH-000159	ACH-000007	0.980414649
ACH-000159	ACH-000008	0.980800078
ACH-000159	ACH-000009	0.980047194
ACH-000159	ACH-000012	0.98156632
ACH-000159	ACH-000015	0.980670471
ACH-000159	ACH-000023	0.98090686
ACH-000159	ACH-000030	0.980841425
ACH-000159	ACH-000035	0.980797548
ACH-000159	ACH-000040	0.980833836
ACH-000159	ACH-000042	0.981554878
ACH-000159	ACH-000047	0.98134174
ACH-000159	ACH-000052	0.981405264
ACH-000159	ACH-000055	0.980885505
ACH-000159	ACH-000062	0.980354759
ACH-000159	ACH-000067	0.980819568
ACH-000159	ACH-000078	0.981125149
ACH-000159	ACH-000082	0.981495448
ACH-000159	ACH-000087	0.980716948
ACH-000159	ACH-000092	0.980760683
ACH-000159	ACH-000094	0.979703423
ACH-000159	ACH-000098	0.980719175
ACH-000159	ACH-000099	0.980440875
ACH-000159	ACH-000100	0.979969156
ACH-000159	ACH-000102	0.979366244
ACH-000159	ACH-000103	0.979937059
ACH-000159	ACH-000107	0.980062028
ACH-000159	ACH-000109	0.980857229
ACH-000159	ACH-000111	0.980448007
ACH-000159	ACH-000114	0.979849719
ACH-000159	ACH-000115	0.980823085
ACH-000159	ACH-000117	0.980542908
ACH-000159	ACH-000121	0.980774265
ACH-000159	ACH-000129	0.980455679
ACH-000159	ACH-000132	0.980089172
ACH-000159	ACH-000138	0.980851048
ACH-000159	ACH-000139	0.980496152
ACH-000159	ACH-000142	0.979911037
ACH-000159	ACH-000144	0.981077394
ACH-000159	ACH-000145	0.980296435
ACH-000159	ACH-000147	0.981042817
ACH-000159	ACH-000148	0.980659872
ACH-000159	ACH-000149	0.980941201
ACH-000159	ACH-000159	0.429556068
ACH-000159	ACH-000161	0.98085196
ACH-000159	ACH-000171	0.981419473
ACH-000159	ACH-000174	0.980171827
ACH-000159	ACH-000176	0.980465484
ACH-000159	ACH-000181	0.98044199
ACH-000161	ACH-000001	0.980493794
ACH-000161	ACH-000007	0.979890327
ACH-000161	ACH-000008	0.979997926
ACH-000161	ACH-000009	0.980862367
ACH-000161	ACH-000012	0.981129729
ACH-000161	ACH-000015	0.981282286
ACH-000161	ACH-000023	0.980958923
ACH-000161	ACH-000030	0.979870471
ACH-000161	ACH-000035	0.981090055
ACH-000161	ACH-000040	0.980878402
ACH-000161	ACH-000042	0.97807021
ACH-000161	ACH-000047	0.980801701
ACH-000161	ACH-000052	0.980749313
ACH-000161	ACH-000055	0.980218635
ACH-000161	ACH-000062	0.98007655
ACH-000161	ACH-000067	0.9805437
ACH-000161	ACH-000078	0.980967255
ACH-000161	ACH-000082	0.980954991
ACH-000161	ACH-000087	0.981511883
ACH-000161	ACH-000092	0.980784011
ACH-000161	ACH-000094	0.980569909
ACH-000161	ACH-000098	0.981581835
ACH-000161	ACH-000099	0.979794502
ACH-000161	ACH-000100	0.981632369
ACH-000161	ACH-000102	0.980572655
ACH-000161	ACH-000103	0.980570427
ACH-000161	ACH-000107	0.979913285
ACH-000161	ACH-000109	0.980291746
ACH-000161	ACH-000111	0.981195668
ACH-000161	ACH-000114	0.980845222
ACH-000161	ACH-000115	0.980984522
ACH-000161	ACH-000117	0.980222465
ACH-000161	ACH-000121	0.98096404
ACH-000161	ACH-000129	0.980481927
ACH-000161	ACH-000132	0.980775523
ACH-000161	ACH-000138	0.980095964
ACH-000161	ACH-000139	0.979570678
ACH-000161	ACH-000142	0.980348868
ACH-000161	ACH-000144	0.980887395
ACH-000161	ACH-000145	0.981566504
ACH-000161	ACH-000147	0.981143261
ACH-000161	ACH-000148	0.981562933
ACH-000161	ACH-000149	0.980655131
ACH-000161	ACH-000159	0.98085196
ACH-000161	ACH-000161	0.427939688
ACH-000161	ACH-000171	0.980346231
ACH-000161	ACH-000174	0.981482016
ACH-000161	ACH-000176	0.980588425
ACH-000161	ACH-000181	0.981159393
ACH-000171	ACH-000001	0.979385936
ACH-000171	ACH-000007	0.980588403
ACH-000171	ACH-000008	0.98099328
ACH-000171	ACH-000009	0.980880965
ACH-000171	ACH-000012	0.980545154
ACH-000171	ACH-000015	0.980747935
ACH-000171	ACH-000023	0.980893153
ACH-000171	ACH-000030	0.980629681
ACH-000171	ACH-000035	0.980428971
ACH-000171	ACH-000040	0.980497267
ACH-000171	ACH-000042	0.979749598
ACH-000171	ACH-000047	0.981049804
ACH-000171	ACH-000052	0.978755676
ACH-000171	ACH-000055	0.980058557
ACH-000171	ACH-000062	0.980722307
ACH-000171	ACH-000067	0.981145506
ACH-000171	ACH-000078	0.981062174
ACH-000171	ACH-000082	0.980200512
ACH-000171	ACH-000087	0.980178358
ACH-000171	ACH-000092	0.980554019
ACH-000171	ACH-000094	0.981191787
ACH-000171	ACH-000098	0.981296862
ACH-000171	ACH-000099	0.979405833
ACH-000171	ACH-000100	0.981237173
ACH-000171	ACH-000102	0.981584663
ACH-000171	ACH-000103	0.981443025
ACH-000171	ACH-000107	0.981491627
ACH-000171	ACH-000109	0.979988428
ACH-000171	ACH-000111	0.981281562
ACH-000171	ACH-000114	0.981538824
ACH-000171	ACH-000115	0.980665726
ACH-000171	ACH-000117	0.980903215
ACH-000171	ACH-000121	0.980383094
ACH-000171	ACH-000129	0.980998362
ACH-000171	ACH-000132	0.981469137
ACH-000171	ACH-000138	0.980516366
ACH-000171	ACH-000139	0.980945896
ACH-000171	ACH-000142	0.98130989
ACH-000171	ACH-000144	0.979060201
ACH-000171	ACH-000145	0.98120471
ACH-000171	ACH-000147	0.980979231
ACH-000171	ACH-000148	0.980901999
ACH-000171	ACH-000149	0.980855759
ACH-000171	ACH-000159	0.981419473
ACH-000171	ACH-000161	0.980346231
ACH-000171	ACH-000171	0.426896016
ACH-000171	ACH-000174	0.980641588
ACH-000171	ACH-000176	0.980665666
ACH-000171	ACH-000181	0.981221889
ACH-000174	ACH-000001	0.980106048
ACH-000174	ACH-000007	0.981573469
ACH-000174	ACH-000008	0.981604059
ACH-000174	ACH-000009	0.97939093
ACH-000174	ACH-000012	0.98084168
ACH-000174	ACH-000015	0.979826506
ACH-000174	ACH-000023	0.9809407
ACH-000174	ACH-000030	0.981203931
ACH-000174	ACH-000035	0.980431065
ACH-000174	ACH-000040	0.98093725
ACH-000174	ACH-000042	0.98046704
ACH-000174	ACH-000047	0.98112294
ACH-000174	ACH-000052	0.980859165
ACH-000174	ACH-000055	0.981480443
ACH-000174	ACH-000062	0.981188786
ACH-000174	ACH-000067	0.981410773
ACH-000174	ACH-000078	0.980791914
ACH-000174	ACH-000082	0.980905063
ACH-000174	ACH-000087	0.980488406
ACH-000174	ACH-000092	0.979735286
ACH-000174	ACH-000094	0.980028692
ACH-000174	ACH-000098	0.979899755
ACH-000174	ACH-000099	0.981489716
ACH-000174	ACH-000100	0.979640396
ACH-000174	ACH-000102	0.980504425
ACH-000174	ACH-000103	0.980463446
ACH-000174	ACH-000107	0.980414506
ACH-000174	ACH-000109	0.981423164
ACH-000174	ACH-000111	0.980162232
ACH-000174	ACH-000114	0.980107633
ACH-000174	ACH-000115	0.979837998
ACH-000174	ACH-000117	0.981493671
ACH-000174	ACH-000121	0.98009742
ACH-000174	ACH-000129	0.981474571
ACH-000174	ACH-000132	0.980685366
ACH-000174	ACH-000138	0.981189088
ACH-000174	ACH-000139	0.981253118
ACH-000174	ACH-000142	0.980942949
ACH-000174	ACH-000144	0.980457118
ACH-000174	ACH-000145	0.979731201
ACH-000174	ACH-000147	0.980801805
ACH-000174	ACH-000148	0.980145625
ACH-000174	ACH-000149	0.98082307
ACH-000174	ACH-000159	0.980171827
ACH-000174	ACH-000161	0.981482016
ACH-000174	ACH-000171	0.980641588
ACH-000174	ACH-000174	0.428276956
ACH-000174	ACH-000176	0.980779897
ACH-000174	ACH-000181	0.979836084
ACH-000176	ACH-000001	0.981242284
ACH-000176	ACH-000007	0.980183416
ACH-000176	ACH-000008	0.980047261
ACH-000176	ACH-000009	0.981244454
ACH-000176	ACH-000012	0.980591774
ACH-000176	ACH-000015	0.981208011
ACH-000176	ACH-000023	0.981022219
ACH-000176	ACH-000030	0.979359988
ACH-000176	ACH-000035	0.979727118
ACH-000176	ACH-000040	0.981241913
ACH-000176	ACH-000042	0.981223214
ACH-000176	ACH-000047	0.98107388
ACH-000176	ACH-000052	0.980867947
ACH-000176	ACH-000055	0.979867539
ACH-000176	ACH-000062	0.980697947
ACH-000176	ACH-000067	0.979429065
ACH-000176	ACH-000078	0.981448542
ACH-000176	ACH-000082	0.980885097
ACH-000176	ACH-000087	0.981545895
ACH-000176	ACH-000092	0.981376257
ACH-000176	ACH-000094	0.980281239
ACH-000176	ACH-000098	0.981269893
ACH-000176	ACH-000099	0.980399005
ACH-000176	ACH-000100	0.980940504
ACH-000176	ACH-000102	0.980838046
ACH-000176	ACH-000103	0.980861032
ACH-000176	ACH-000107	0.980856721
ACH-000176	ACH-000109	0.978829489
ACH-000176	ACH-000111	0.981271725
ACH-000176	ACH-000114	0.980695332
ACH-000176	ACH-000115	0.981501554
ACH-000176	ACH-000117	0.97985504
ACH-000176	ACH-000121	0.981507507
ACH-000176	ACH-000129	0.979407433
ACH-000176	ACH-000132	0.980686931
ACH-000176	ACH-000138	0.980726869
ACH-000176	ACH-000139	0.980425452
ACH-000176	ACH-000142	0.978980712
ACH-000176	ACH-000144	0.981224798
ACH-000176	ACH-000145	0.981588084
ACH-000176	ACH-000147	0.98010373
ACH-000176	ACH-000148	0.981564217
ACH-000176	ACH-000149	0.981148318
ACH-000176	ACH-000159	0.980465484
ACH-000176	ACH-000161	0.980588425
ACH-000176	ACH-000171	0.980665666
ACH-000176	ACH-000174	0.980779897
ACH-000176	ACH-000176	0.428785175
ACH-000176	ACH-000181	0.981320835
ACH-000181	ACH-000001	0.980745595
ACH-000181	ACH-000007	0.980848516
ACH-000181	ACH-000008	0.981137213
ACH-000181	ACH-000009	0.979793594
ACH-000181	ACH-000012	0.981100574
ACH-000181	ACH-000015	0.980168586
ACH-000181	ACH-000023	0.980558938
ACH-000181	ACH-000030	0.981575286
ACH-000181	ACH-000035	0.980986303
ACH-000181	ACH-000040	0.980556447
ACH-000181	ACH-000042	0.980354289
ACH-000181	ACH-000047	0.980231904
ACH-000181	ACH-000052	0.981215126
ACH-000181	ACH-000055	0.981584874
ACH-000181	ACH-000062	0.981049828
ACH-000181	ACH-000067	0.981186249
ACH-000181	ACH-000078	0.980854602
ACH-000181	ACH-000082	0.980954077
ACH-000181	ACH-000087	0.979724993
ACH-000181	ACH-000092	0.979791732
ACH-000181	ACH-000094	0.980451846
ACH-000181	ACH-000098	0.979595283
ACH-000181	ACH-000099	0.98084053
ACH-000181	ACH-000100	0.980080089
ACH-000181	ACH-000102	0.980659534
ACH-000181	ACH-000103	0.980740904
ACH-000181	ACH-000107	0.980357161
ACH-000181	ACH-000109	0.981555095
ACH-000181	ACH-000111	0.979396659
ACH-000181	ACH-000114	0.980446247
ACH-000181	ACH-000115	0.979779857
ACH-000181	ACH-000117	0.981236073
ACH-000181	ACH-000121	0.979820513
ACH-000181	ACH-000129	0.981363677
ACH-000181	ACH-000132	0.98040851
ACH-000181	ACH-000138	0.981521965
ACH-000181	ACH-000139	0.980862052
ACH-000181	ACH-000142	0.980981042
ACH-000181	ACH-000144	0.980886863
ACH-000181	ACH-000145	0.97967955
ACH-000181	ACH-000147	0.980841997
ACH-000181	ACH-000148	0.979798037
ACH-000181	ACH-000149	0.980562091
ACH-000181	ACH-000159	0.98044199
ACH-000181	ACH-000161	0.981159393
ACH-000181	ACH-000171	0.981221889
ACH-000181	ACH-000174	0.979836084
ACH-000181	ACH-000176	0.981320835
ACH-000181	ACH-000181	0.428235272
